pc_file,encT,decT,bpp,y_psnr,cb_psnr,cr_psnr,ssim,vmaf,acd12_p2pt,acd21_p2pt,cd_p2pt,cdpsnr_p2pt,h_p2pt,acd12_p2pl,acd21_p2pl,cd_p2pl,cdpsnr_p2pl,h_p2pl,y_cpsnr,u_cpsnr,v_cpsnr,hybrid
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1322.ply,-1.0,-1.0,92.86503788852343,,,,,,2.43111,1.51405,1.97258,56.919,291.0,,,,,,26.7077,32.7925,31.7328,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1079.ply,-1.0,-1.0,96.18448702021878,,,,,,2.54769,1.54453,2.04611,56.8553,125.0,,,,,,27.1855,32.998,31.9318,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1310.ply,-1.0,-1.0,87.49961100874499,,,,,,2.54076,1.60129,2.07103,56.9058,258.0,,,,,,26.381,32.6847,31.38,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1091.ply,-1.0,-1.0,89.4153821875736,,,,,,2.6062,1.62396,2.11508,56.7578,123.0,,,,,,27.2283,32.9549,31.9275,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1346.ply,-1.0,-1.0,89.94518564484434,,,,,,2.45934,1.53736,1.99835,57.082,165.0,,,,,,26.2992,32.368,31.2698,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1330.ply,-1.0,-1.0,88.02418790110642,,,,,,2.65952,1.66398,2.16175,56.7138,169.0,,,,,,27.1371,32.844,31.8134,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1059.ply,-1.0,-1.0,93.518655596679,,,,,,2.55641,1.65075,2.10358,56.9428,142.0,,,,,,26.7997,32.7722,31.7965,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1302.ply,-1.0,-1.0,88.25331720699725,,,,,,2.56554,1.6324,2.09897,56.8613,196.0,,,,,,26.3968,32.6544,31.3771,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1083.ply,-1.0,-1.0,91.68228159832503,,,,,,2.65246,1.5798,2.11613,56.7201,230.0,,,,,,27.4487,33.0944,32.1002,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1306.ply,-1.0,-1.0,88.1873438437748,,,,,,2.48402,1.56314,2.02358,57.0052,113.0,,,,,,26.3161,32.6258,31.3223,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1334.ply,-1.0,-1.0,86.09592833520009,,,,,,2.66847,1.62199,2.14523,56.8279,209.0,,,,,,27.0075,32.846,31.6269,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1350.ply,-1.0,-1.0,92.70193826025091,,,,,,2.465,1.53123,1.99812,57.0818,146.0,,,,,,25.8301,32.1847,31.1157,
/home/p/pranav/dynamic_pc_data/longdress/experiments/3DD_2_Quantize=2_OM=1/decompressed/longdress_dec_1087.ply,-1.0,-1.0,89.6899868089699,,,,,,2.54457,1.56302,2.0538,56.8204,120.0,,,,,,27.3555,33.0781,32.0621,
